id_projeto,id_freelancer,nota,comentario
1316,1159,5,"Velit quam veritatis hic molestiae. Ratione quibusdam temporibus nihil ipsam. Dolorum dicta fugit culpa alias.
Doloribus ratione deleniti suscipit fugiat magni dolor. Doloribus nostrum sit consectetur excepturi fugiat.
Itaque minus odit ab. Cum aliquam cum eaque tempore. Vitae deserunt temporibus."
1317,1966,2,"Reprehenderit fugiat accusamus nemo et. Similique velit sed dicta dolore perspiciatis ullam nesciunt. Placeat magnam sequi dolores ad deserunt architecto odio.
Fugit nulla itaque ea modi asperiores eveniet. Ullam commodi similique repellat."
1318,2523,4,"Perferendis sunt vitae modi repudiandae. Sed ratione nesciunt doloremque quaerat molestiae quae. Aut blanditiis dolores fugit perferendis suscipit.
Fugiat asperiores delectus delectus cupiditate.
Recusandae reiciendis sit consequatur. Ratione consequuntur placeat aspernatur quisquam."
1319,1452,3,"Quasi amet ducimus vel ullam quaerat fugiat. Iste laborum molestiae.
Ratione nesciunt aliquam velit dolores.
Similique nobis a commodi. Tenetur autem cum ea.
Nemo ipsa quod fugiat dolor cumque. Dolore quae consectetur dicta provident corrupti repellendus sed. At non error esse autem vitae eos."
1320,2072,1,Excepturi occaecati eos placeat. Voluptas reiciendis culpa labore quae accusamus necessitatibus accusantium. Voluptatum maxime nobis harum minima consequatur aut error.
1321,1224,1,"Omnis facere harum placeat totam neque. Tempore cum culpa autem enim quae illo. Sapiente eum eligendi at dicta.
Enim sapiente atque iusto.
Sint reprehenderit officiis non eum error. Nostrum esse quisquam corrupti nam. Laudantium aliquam beatae qui exercitationem."
1322,2790,3,"Harum laborum tempore rem eveniet distinctio eveniet. Architecto laborum et officiis.
Nulla laborum tenetur. Voluptates fugiat odio officia beatae. Culpa nam sed labore laboriosam adipisci necessitatibus.
Quia quidem sint recusandae. Ab autem in eum corporis.
Iusto repudiandae earum similique."
1323,1452,2,"Eaque neque labore quis in eveniet. Quas quos corrupti.
Fuga veritatis natus. Ex doloremque a asperiores. Perspiciatis cum facere officiis aut.
Excepturi voluptatem rerum necessitatibus. Ullam suscipit rerum sequi optio aspernatur distinctio."
1324,2031,2,"Ipsam perferendis praesentium soluta corporis saepe vero ut. Exercitationem aperiam possimus iure ullam. Labore rerum occaecati dicta fugiat eaque.
Maiores nostrum explicabo numquam magnam deserunt reprehenderit voluptates. Accusamus cum modi est ratione alias qui."
1325,583,3,"Dolores nostrum est ut corrupti sit. Natus unde sapiente delectus. At vel consequuntur laborum sit neque est.
Facilis quaerat distinctio velit dicta. Nisi aperiam velit impedit.
Molestiae consectetur aperiam inventore laudantium ut libero. Incidunt possimus sequi impedit sapiente."
1326,1966,2,"Ad nobis vitae.
Magni officia dicta occaecati. Exercitationem optio minima iste ipsa. Aliquam aut eos quam sint blanditiis culpa.
Consequatur veniam blanditiis nam. Fuga accusantium repudiandae. Tenetur nostrum tenetur eum.
Aut placeat quo. Quod dolorum dolorem enim. Eveniet itaque illo corrupti."
1327,2563,1,"Rem labore at pariatur.
Et deserunt quod eligendi necessitatibus magnam. Vero iure nostrum explicabo libero voluptatum quam. Adipisci harum adipisci optio facere. Eveniet nisi reprehenderit suscipit.
Consequatur vel eaque rerum inventore. Sunt voluptatem dolores officia."
1328,1985,3,"Optio distinctio adipisci. Commodi expedita dolorum quas. Cupiditate et dolorem reiciendis earum reiciendis nostrum.
Impedit maiores occaecati ipsum ipsum. Quo rem eius aliquid non esse. Consequuntur perferendis et reiciendis."
1329,2021,5,"Porro maxime vero nesciunt autem. Perferendis quasi veniam reprehenderit. Corrupti debitis possimus placeat. Cum qui alias et dolores dignissimos dolore.
Nihil quae similique enim. Temporibus veritatis saepe quibusdam minima. Consectetur accusamus harum ab atque ipsa est dolore."
1330,802,1,"Possimus sit dolore natus voluptas veniam. Magnam fugiat illo tempora ad corporis quod eveniet.
Tempora dicta minima quaerat. Enim distinctio nulla recusandae dolorum. Maxime culpa sint officiis perferendis commodi quaerat.
Animi neque enim dolorem possimus illum."
1331,2324,5,"Deleniti in adipisci earum qui perspiciatis omnis. Ipsam possimus qui ea placeat perspiciatis.
Ducimus recusandae totam pariatur corporis cupiditate dolore. Soluta expedita fuga nulla consequatur quasi. Placeat ducimus mollitia occaecati nam ex."
1332,2344,4,"Omnis quo quos incidunt praesentium voluptatem facilis.
Et nesciunt velit ducimus vero dolorem. Facere similique qui itaque saepe at.
Doloribus ipsum veritatis sapiente voluptates harum. Eum corrupti illo enim provident officia ullam. Ullam in voluptatibus id."
1333,1323,4,"Facilis necessitatibus architecto natus. Hic explicabo maiores asperiores. Consequatur ullam error possimus ipsum recusandae.
Aperiam placeat necessitatibus necessitatibus voluptas. Veniam in mollitia error qui quibusdam doloribus."
1334,1295,3,"Nemo praesentium dolor tenetur repudiandae neque provident illo. Explicabo rerum perspiciatis suscipit vel porro. Deserunt natus voluptate.
Quidem libero asperiores perferendis ducimus. Omnis eum accusantium odio eius incidunt maxime."
1335,1259,2,"Eos quae temporibus odit in.
Dignissimos placeat saepe non. Corporis sequi perferendis eius consectetur.
Enim vel quaerat assumenda fugit dolor voluptate. Numquam occaecati libero sit a accusantium."
1336,214,2,"Fugiat tenetur nobis esse. Ullam facere commodi ut. Aut animi corporis odio minus commodi ducimus.
Vel atque beatae perferendis impedit molestiae. Sapiente est nulla dolorem illo. Omnis unde accusantium doloremque iusto excepturi molestias."
1337,1262,2,"Rerum mollitia temporibus rem. Animi eaque beatae inventore voluptas veritatis pariatur dolore. Nemo incidunt amet adipisci similique.
Assumenda officia commodi. Porro assumenda perspiciatis vero ad. Sint nostrum error doloribus amet tenetur."
1338,2546,2,"Quaerat at aperiam consequuntur vitae quisquam. Repudiandae dolorem amet hic neque voluptate maxime consequuntur. Sit reiciendis rem deserunt est fuga autem.
Quasi eaque asperiores neque necessitatibus.
Exercitationem numquam modi impedit praesentium ipsa recusandae. Omnis et optio facere ullam."
1339,1551,5,"Tempore ipsam et eveniet fugiat cumque. Dolore nostrum provident inventore. Ex sapiente exercitationem beatae repudiandae suscipit nostrum. Reprehenderit occaecati exercitationem.
Recusandae iure fugit. Sit veritatis asperiores libero neque."
1340,1022,4,"Minus soluta totam quod. Voluptate sapiente vel voluptatem.
A ullam omnis vel distinctio qui iure architecto. Voluptates doloribus possimus ea autem adipisci.
Magni facere ipsum quod facilis ducimus."
1341,603,2,"Quaerat nemo nobis. Deserunt est molestiae consequuntur. Eligendi eum officia excepturi a molestias facilis necessitatibus.
Similique odit sequi debitis. Iste fuga laborum.
Voluptatum nisi quos at. Animi perferendis enim inventore veniam.
Aut eum laudantium."
1342,457,5,"Dolorum ad repellat numquam voluptatem. Nisi deleniti alias rem ad nihil nulla inventore.
Impedit harum ad dolorum est perferendis. At voluptatibus perferendis dignissimos totam rem repellat tempora. Voluptatem ducimus animi itaque atque saepe dignissimos."
1343,2620,1,"Vero commodi at possimus fugiat iste. Incidunt dolore repudiandae fugiat repellat consequatur. Adipisci itaque culpa.
Sed tenetur autem numquam neque. Quaerat omnis facilis dignissimos quaerat. Est aliquid dolorem asperiores maxime laborum voluptas. Mollitia aliquam temporibus cum."
1344,2377,5,"Atque nam illum perspiciatis quisquam. Porro ab fuga molestias eaque porro id.
Delectus quidem architecto et expedita. Necessitatibus placeat nulla.
Minus officia similique laudantium commodi fuga sapiente. Eligendi distinctio blanditiis aliquid dolor."
1345,922,3,"Ea veritatis repellat ab dignissimos dolorum ut. Laborum nam quos perferendis reprehenderit ullam molestias. Fugit tenetur perspiciatis atque blanditiis voluptatum.
Provident repellendus vel possimus tenetur consequuntur. Suscipit deserunt eos ipsam minima cupiditate aperiam."
1346,1335,3,"Nemo quam amet veritatis doloribus laudantium officia asperiores. Tempora eius illum culpa excepturi autem.
Qui voluptatum voluptatum fugiat modi saepe corrupti. Nulla suscipit occaecati asperiores facere nulla dignissimos. Vel dolorum reprehenderit minima eveniet."
1347,1702,2,"Minus iure nemo praesentium. Officiis natus non fugit nemo. Expedita eos est placeat ipsam.
Quod possimus enim nesciunt soluta architecto optio adipisci. Accusantium soluta nostrum rem saepe deleniti aspernatur. Tempora modi laboriosam corrupti officiis eligendi officia."
1348,520,2,"Recusandae dignissimos explicabo alias animi officia vel. Iste aliquam nemo aspernatur praesentium possimus aspernatur.
Quos nemo aliquid velit fuga eaque. Fuga exercitationem debitis suscipit adipisci qui perspiciatis repudiandae. Quos in harum cum reprehenderit quidem vel."
1349,1543,1,"Temporibus dicta velit. Adipisci distinctio vel atque quod ut.
Fugit repudiandae autem quae. Eligendi laboriosam rerum. Odit animi sit odit.
Minus voluptate ad. Rem nulla provident quos sit qui. Cupiditate dolor corporis sequi.
Autem sequi deleniti iure tempore. Nisi numquam eum accusamus ducimus."
1350,898,1,"Unde fugiat deleniti eius adipisci modi a. Laudantium repudiandae eos voluptatibus reprehenderit dolorem cumque. Explicabo ut cumque nesciunt.
Suscipit quisquam a occaecati eius excepturi est. Ab qui enim facilis magni cum nulla."
1351,2175,3,"Numquam minima veritatis quo earum. Dolore sit ullam accusamus aliquid error alias.
Blanditiis accusamus accusamus eveniet quis hic magni. Nobis totam facilis veniam.
Consequatur minus optio aliquam a exercitationem non. Atque accusantium nemo veritatis quaerat distinctio."
1352,1487,4,"Provident quas saepe dolorem.
Libero enim sunt culpa qui adipisci deleniti. Iste tempora quod.
Mollitia odit voluptatibus nisi expedita. Porro in cumque placeat molestiae. Exercitationem quasi quas qui fuga modi."
1353,263,1,"Rem repudiandae voluptatum consequuntur voluptate aliquid. Consectetur omnis est eius. Illo voluptates enim.
Cupiditate repellat delectus porro ex. Illo fugiat voluptas magnam."
1354,995,4,"Exercitationem ab veniam fugiat dicta maiores. Consequatur vel labore dolores. Veniam labore ad dignissimos harum culpa. Doloribus recusandae repellendus ex.
Occaecati sunt perspiciatis possimus doloribus. Aliquid illo repellat corrupti magnam. Facilis rerum fuga sed neque quia tempora."
1355,1166,2,"Perferendis adipisci repellat pariatur. Quibusdam repellendus at itaque expedita quia omnis. Totam quidem sunt laborum.
Delectus nemo voluptas voluptates dignissimos optio hic."
1356,2342,1,Dolorem minus qui qui voluptatem repellat. Impedit iste cum. Laborum vero delectus ratione. Ipsum pariatur suscipit nesciunt.
1357,1486,3,"Veniam eaque exercitationem adipisci nulla. Dolore necessitatibus doloribus.
Fugit voluptate ipsa corrupti. Voluptates eligendi quibusdam aperiam corrupti. Mollitia itaque beatae veritatis nulla. Odit consectetur autem officia eius non neque sequi."
1358,2163,4,"Dolorum quae nam nobis deleniti. Fuga aspernatur perferendis accusantium accusamus ullam. Alias illo ipsam ratione.
Voluptate unde porro deleniti suscipit sunt explicabo. Natus ea ducimus nihil minus. Aspernatur id numquam pariatur aliquam consequuntur sed quibusdam."
1359,1110,2,"Ipsam nulla dignissimos numquam. Reprehenderit soluta neque ipsam expedita corporis. Corporis aspernatur eaque non odit voluptates illo.
Dolore aut molestiae aliquam pariatur earum. Temporibus quod officia."
1360,2452,2,"Velit esse officiis quam eius distinctio voluptatibus a. Ducimus a optio perspiciatis et nobis cum. Molestias eum aliquid sequi.
Et consectetur ut quis officiis laborum porro. Tempora accusantium sed. Nobis facere quae facere itaque."
1361,372,2,"Occaecati eius a adipisci itaque officiis. Itaque illum atque error corrupti id.
Ipsa adipisci maxime ipsa assumenda. Minima expedita doloribus sed quibusdam similique. In unde quam enim incidunt iure. Voluptatem maiores consequuntur vitae quo minus ad."
1362,1302,2,"Facilis nobis voluptas nobis et odio. Placeat enim deserunt ipsum itaque quis hic. Magni quos ex culpa consequuntur quam.
Perspiciatis earum ea aliquam aliquid libero. Laboriosam molestias eligendi possimus eos. Incidunt ad ratione repudiandae fugit vel voluptatum."
1363,2679,2,"Iusto quae nobis id nam labore omnis officia. Incidunt ipsa repellendus. Fugit dicta cum ea nesciunt aliquid.
Nemo porro itaque. Sint architecto non delectus optio accusamus nostrum. Omnis facere dicta quod nobis numquam eum."
1364,297,1,"Sapiente eligendi deserunt possimus perspiciatis eveniet laborum.
Sint illum minima blanditiis pariatur qui. Ex beatae natus nisi pariatur reiciendis. Ex voluptatem quae voluptate harum magni nam. Quibusdam mollitia veniam quaerat neque.
Itaque cum distinctio accusamus itaque."
1365,2209,3,"Ipsum ipsam iste iure velit praesentium molestiae error. Quasi impedit temporibus rem vitae earum.
Modi quam amet non magni officia nulla. Reprehenderit perferendis sequi similique vitae facere natus."
1366,1483,4,"Consequatur labore nostrum quasi et quis. Quae nemo ipsa possimus perspiciatis. Occaecati labore quo sequi doloremque quisquam beatae odit.
Eum eveniet corporis recusandae. Ut maiores fuga ad dicta."
1367,68,5,"Voluptatum culpa magnam veniam repellat officiis velit cum. Sit animi numquam ab provident ipsum ipsa veritatis. Eaque animi tenetur modi.
Vel perferendis alias veniam doloremque atque sunt commodi."
1368,2720,5,"Reiciendis vero dolorum possimus expedita quaerat aliquid. Provident totam incidunt ipsa. Repellendus nulla neque beatae.
Et ea voluptate alias libero ipsum. Quo quod doloremque libero molestias porro.
Eligendi quam necessitatibus. Temporibus tenetur repellendus. Aliquam et nihil."
1369,2210,4,"Pariatur enim corporis repudiandae perspiciatis fuga ullam dolores. Aut laboriosam magni.
Minima omnis reiciendis aliquam rem dolorem. Occaecati nisi ullam hic nobis ducimus exercitationem. Accusamus ad itaque dolores ducimus animi molestias. Et recusandae maiores sit placeat neque."
1370,1361,5,"Optio aliquid hic in libero libero porro. Iusto officiis ratione adipisci eum odit eaque aliquid.
Deserunt cupiditate doloremque quis illo rerum. Illum totam necessitatibus ducimus illo molestiae eaque.
Eligendi doloremque sed."
1371,2066,2,"Quibusdam architecto est debitis.
Ipsa sint quam nihil fuga officia. Voluptatum doloremque voluptatem nesciunt.
Animi accusamus soluta quidem molestias. Aliquam in architecto natus rem.
Cumque assumenda molestiae enim. Quae neque expedita quibusdam numquam pariatur dolorem tempora."
1372,2344,1,"Itaque pariatur optio eligendi sit illum dolorem. Velit accusantium harum nam.
Cupiditate quam quos aliquam ad. Hic commodi aliquid sunt atque ea modi. Delectus aut expedita quod.
Odit nemo soluta officia totam cum earum. Veritatis veritatis doloribus iusto omnis. Doloribus deserunt vel dolorem."
1373,514,4,Laborum blanditiis corporis fugiat id. Deleniti architecto facere sint doloribus voluptas. Officia unde excepturi harum sint. Nostrum commodi magnam molestiae libero at.
1374,1705,4,"Rerum architecto quidem. Sint aperiam a et repellendus.
Accusantium repellendus beatae placeat culpa.
Occaecati magnam molestiae nemo. Modi iste pariatur sapiente. Libero nam ab ab atque doloribus libero."
