id_projeto,id_cliente,nota,comentario
1624,2883,4,"Quo amet culpa officia libero harum. Aliquam sed itaque. Quisquam nulla adipisci illo impedit soluta delectus.
Eveniet nihil itaque sed reiciendis facilis. Voluptatem deserunt tempora porro."
1625,2953,1,"Est ea repudiandae exercitationem repudiandae. Blanditiis ipsum cumque consequatur suscipit. Corrupti nemo eaque ea.
Maxime quis atque ad mollitia. Aperiam fugit delectus veritatis dolores sint mollitia."
1626,4098,5,"Mollitia temporibus laborum ipsum. Ducimus ullam odit maxime vero.
Recusandae deleniti neque reiciendis. Eaque minus adipisci voluptatem perspiciatis voluptates.
Voluptatum alias vero adipisci quos. Voluptatum itaque saepe architecto magnam.
Minus expedita hic. Dolore rerum quo voluptatem."
1627,216,1,"Consequuntur autem veniam ullam expedita voluptatem sequi. Tempore quod voluptatum at.
Nemo similique rerum itaque perspiciatis est. Amet quas dolorum.
Fugiat quod a placeat. Non fuga magni architecto perspiciatis nostrum in. Autem sed tempore voluptates iusto delectus rerum."
1628,511,1,Quidem doloremque numquam iure asperiores explicabo facere. Voluptates iste cupiditate ea quibusdam incidunt. Nihil iure repudiandae amet asperiores quisquam amet.
1629,4252,2,"Esse et repudiandae illo aspernatur vero blanditiis. Facere aut excepturi amet.
Error eaque numquam. Officiis fuga a dolor odio. Culpa cupiditate corrupti.
Possimus facere voluptas maxime porro facere. Nam nemo eveniet fugiat. Amet adipisci autem fuga nulla. Et molestiae nemo dicta quam quidem."
1630,2771,4,"Ut repellat et dicta. Reiciendis id corporis voluptatibus.
Cum eius iure iure dolorum. Ipsa impedit iure illum harum voluptatibus. Accusamus at ad maxime totam.
Optio reiciendis neque vel. Atque distinctio id incidunt animi vero expedita. Quos dolore deserunt sapiente enim quo nesciunt."
1631,1317,2,"Iste totam occaecati eum saepe laboriosam. Tenetur doloremque numquam facere modi. Eveniet rerum magni ea accusamus ipsam.
Sapiente illo ducimus facere ipsa et. Magnam aperiam saepe voluptatem nulla maxime id ad. Exercitationem itaque est beatae blanditiis sequi ipsum."
1632,4679,2,"Totam perspiciatis magnam tempore iusto nemo. Asperiores dolore et atque necessitatibus.
Vitae incidunt ad provident nostrum quisquam molestiae.
Omnis cum sapiente aut doloribus fugiat. Vero laboriosam iusto mollitia ex consectetur temporibus modi."
1633,4911,5,"Consequuntur modi debitis cumque cumque. Quos alias magni qui delectus. Iure eos iure quam illum eius.
Cumque totam saepe atque. Nobis nihil nam expedita itaque labore facere.
Odit dolorum quos exercitationem beatae ullam. Qui enim expedita illo fugiat molestias."
1634,3332,1,"Impedit cumque animi doloribus nihil veniam impedit. Ex accusamus earum doloribus quibusdam hic magnam. Porro aliquid delectus et.
Sapiente perferendis maiores possimus velit dolores facere nostrum. Quia quae in odit provident aut. Aut possimus eaque. Deserunt rem at mollitia alias quasi."
1635,2936,1,Perspiciatis ipsum laborum voluptatum facilis. Ea dolore architecto unde reiciendis. Maiores commodi modi dolor sit. Molestias corporis dolorem nulla nemo perspiciatis.
1636,3801,2,"Quibusdam sapiente consequatur aut impedit.
Itaque et animi quidem. Cum sit sapiente velit voluptatem quam minus.
Deserunt omnis nisi nam aperiam laboriosam sit. Quia libero odio doloribus nobis ipsum quod. Deserunt magni tempore animi inventore at debitis ipsam."
1637,3234,2,"Consequatur incidunt eius ab provident temporibus labore. Quis laudantium ut eius. Minus ducimus provident ab quos in architecto.
Quasi cumque fuga laudantium itaque nobis voluptatibus saepe. Corporis expedita perspiciatis ea vel commodi magni doloribus."
1638,576,1,"Illo alias quod ea laudantium.
Dolorem sunt cumque veniam aspernatur dolorum. Consequuntur dolorum temporibus aut. Quisquam vitae in animi sunt magnam harum. Nobis amet deserunt itaque.
Sit a voluptates.
Deserunt iste minus non corrupti tenetur soluta nemo. Perferendis quas consequatur."
1639,3404,3,"Sequi iste enim a ex inventore quidem. Sapiente doloribus odio. Laudantium voluptate exercitationem facilis ratione ipsum optio.
Fugiat quod aspernatur commodi quasi corporis excepturi nemo. Repellendus blanditiis ipsa in officiis. Veniam quidem quos dolore."
1640,610,5,"Necessitatibus culpa quos fuga. Ab eaque ullam placeat.
Sit culpa recusandae pariatur tempora rerum dolore. Voluptatum dolorem atque.
Reiciendis quaerat impedit dolorum. Ratione voluptatum alias optio eos architecto possimus."
1641,3039,3,"Harum inventore ratione odit facere. Est odit architecto. Ipsum quos ipsam iusto nihil.
Tempora fugiat delectus impedit vero. Dignissimos facere corrupti. Veritatis nihil aliquam ipsam nihil nobis occaecati.
Aspernatur officia id minima. Consequatur qui vel eveniet. Doloribus qui nesciunt ea."
1642,654,3,"Corporis maiores maxime atque.
Quod qui debitis quos.
Esse eos neque similique soluta. Ipsa incidunt sapiente provident quisquam delectus. Debitis nesciunt tenetur omnis atque iste."
1643,2987,4,"Sed consequuntur vero. Pariatur incidunt totam cum optio ipsa. Quas natus ut suscipit iste dolores ipsam fuga.
Occaecati fugiat expedita consectetur sint alias fuga commodi. Ullam est occaecati quis perferendis unde."
1644,513,4,"Facere expedita dolore dolor eos. Sed odit culpa voluptates exercitationem amet modi eaque. Laboriosam quidem accusamus eum quidem recusandae.
Commodi deleniti veniam minima. Eos corrupti vel libero."
1645,2926,5,"Sequi repellendus dignissimos voluptates. Ab quas incidunt similique ut omnis occaecati.
Aliquid eligendi ducimus voluptatum debitis repudiandae ab. Aliquid ut tempora laboriosam ab."
1646,4590,5,"Cumque neque a iusto aliquam error commodi repellat. Iste hic recusandae illum laudantium tenetur. Quae maiores laborum totam tempore autem eaque.
Quo debitis soluta earum ullam repellat illum. Quisquam ipsam error pariatur. Nemo ea assumenda officiis laborum."
1647,2175,4,"Saepe iusto similique esse totam quaerat sapiente. In nihil recusandae. Eos quibusdam incidunt natus adipisci odit animi.
Sit eligendi maiores aliquid possimus labore. Neque omnis laboriosam cumque quos."
1648,1598,5,"Fugit eum possimus. Alias est laboriosam aliquam doloribus minima. Ratione laborum cumque quod.
Dignissimos dolorum magnam soluta. Aliquid eaque quae. Sed rem sit iusto quis magni quidem voluptatibus.
Totam tempora perspiciatis officiis nam est.
Sunt fuga error."
1649,3987,1,"Deserunt totam perferendis repellat. Fugit sint impedit earum. Quam quam sed hic harum qui. Nisi laboriosam autem dolores ullam.
Nesciunt perspiciatis hic dolore. Cumque soluta voluptatibus blanditiis accusantium officia. Sapiente quo voluptatem nostrum blanditiis maxime delectus laboriosam."
1650,3925,1,"Alias iste corporis magni. Iure voluptate necessitatibus rem quo quis. Neque illum doloremque at dolor corporis corrupti.
Voluptatibus nobis aliquam odio alias qui quae. Error exercitationem quidem voluptatibus. Consequuntur aliquid ex doloribus soluta ab."
1651,2958,2,"Culpa odit facere dicta. Aperiam veniam inventore.
Iste deleniti ad maiores officiis. Sed amet voluptate. Unde ipsa aspernatur non.
Sit accusamus ab perspiciatis enim. Facere voluptatem harum non assumenda. Assumenda totam deserunt placeat recusandae laborum voluptatibus."
1652,1184,1,"Vero iste veniam sit omnis illum similique. Voluptas facilis debitis quae atque eum reprehenderit. Suscipit cumque nemo eligendi.
Unde similique laudantium architecto quo iure. Itaque eveniet enim quo.
Mollitia blanditiis tempore quae culpa. Iure voluptatem error nam ab eveniet est."
1653,4593,1,"A maxime deserunt doloribus repellendus omnis quaerat culpa.
Repudiandae id ad neque unde non aperiam.
Quaerat at sed ea. Voluptatem quia ad nihil quisquam mollitia. Veritatis quisquam reprehenderit eaque aliquid inventore.
Ad libero in. Voluptatum recusandae in hic sunt."
1654,856,3,"Alias distinctio cum fuga facere alias hic. Cum et numquam vero placeat.
Cumque a suscipit facilis.
Quis similique ipsa eum. Est minima autem est laborum occaecati.
Soluta tempore accusantium perferendis earum. Delectus deleniti culpa nostrum consequatur ducimus earum dolores."
1655,116,4,Omnis accusantium error nisi quis quos. Necessitatibus molestias doloremque commodi voluptatem adipisci. Veritatis illo quidem ullam quos minus quas incidunt.
1656,2941,2,"Odio tempore amet accusantium. Rerum rerum qui inventore quos doloribus similique. Eum saepe perspiciatis molestias quae nihil.
Pariatur sint quasi id. Porro provident inventore cumque alias odit."
1657,3804,1,"Quaerat eum a rerum eos. Facere maxime cumque minus. Facere placeat nihil assumenda necessitatibus.
Deleniti doloremque rem perspiciatis sequi. Labore cupiditate totam. Ut ratione error aperiam commodi labore.
Eligendi facere nisi odio nam accusamus sequi. Quibusdam culpa nihil ipsum."
1658,1412,1,"Labore deleniti sequi enim itaque. Numquam consequatur aliquid.
Officiis omnis amet velit illo itaque qui tempora. Veritatis eaque dolorem ratione minima dolorem. Nulla at aliquam ipsum aut laboriosam deserunt."
1659,1113,1,"Dolore error ipsa sint.
Recusandae distinctio numquam itaque consectetur quasi excepturi. Ipsa explicabo accusantium corrupti. Quae numquam mollitia facere vero esse.
Sint libero voluptatum unde maiores dolor voluptas. Sint dignissimos totam."
1660,1677,1,"Consectetur voluptatem sequi delectus error tempore. Accusamus doloribus porro cumque inventore veritatis praesentium.
Consequuntur adipisci repellendus sint. Voluptate autem molestias labore incidunt."
1661,3668,4,"Consequatur ducimus ipsum voluptate. Libero cupiditate itaque accusantium eum. Assumenda animi vero iste est.
Nemo consectetur quidem nobis voluptates ut. At numquam accusantium repudiandae voluptatem.
Qui labore quaerat. Architecto ex dolorem."
1662,4216,1,"Unde reiciendis animi quae.
Tempora dolores nostrum nihil. Dolore cum asperiores repudiandae.
Enim porro atque laborum. Voluptatum est labore odio odit facere.
Non asperiores repellat veniam eum laborum. At dicta doloribus blanditiis voluptatem fugit fuga."
1663,4023,2,"Assumenda at natus et. Perferendis iusto illo soluta. Doloremque voluptatibus fugit quo voluptatibus deleniti quos voluptatum.
Molestiae nam qui quia fugiat placeat. Cupiditate laboriosam ducimus dicta. Nam inventore id ratione accusamus dignissimos consequuntur quo."
1664,4134,1,"Dolore officiis maxime ullam. Ab sequi fuga atque. Quisquam quaerat perspiciatis iure.
Nulla eaque expedita labore. Natus itaque neque odio nisi. Dolor odio eveniet est exercitationem cupiditate.
Excepturi maiores magni quis soluta. Aperiam neque a voluptas eos quibusdam voluptates."
1665,2943,2,Repudiandae laboriosam fugiat dignissimos distinctio itaque quos amet. Eius ipsam quisquam tenetur sequi aut reiciendis tenetur. Reprehenderit quibusdam magnam delectus labore optio aliquam.
1666,1477,5,"In quaerat vitae dicta maxime soluta dicta modi. Eligendi sunt velit voluptas eligendi quo. Officiis maiores doloremque totam illo illum.
Beatae error quae vitae nulla commodi. Ipsam debitis facilis eveniet eius. Ullam ullam ea laudantium."
1667,2482,3,"Unde ipsum quibusdam voluptatum praesentium. Nemo quidem modi.
Consequuntur dolorem commodi ut sequi velit. Amet quo nostrum quidem necessitatibus.
Omnis libero similique debitis numquam. Odit placeat voluptatibus temporibus doloremque quibusdam."
1668,4904,4,Odit repellendus reiciendis fuga. Est quam consectetur explicabo recusandae architecto quam. Dolorum incidunt maxime sed sunt aut.
1669,217,3,Perspiciatis nobis quae quibusdam cumque provident minus quasi. Pariatur repudiandae voluptatum assumenda dolor. Quo nisi ipsa fugiat officiis eligendi voluptatum excepturi.
1670,3746,2,"Corrupti perspiciatis sit esse quisquam labore. Illum quae facilis consequuntur consectetur. Officia fuga recusandae eligendi distinctio corporis quisquam commodi.
Officiis natus deserunt nam facilis. Odio porro harum libero non."
1671,4206,5,"Laboriosam similique illo asperiores molestiae nemo odit. Vitae nam aliquid consectetur illum dolorum nesciunt. Eligendi maiores sapiente mollitia.
Aspernatur quaerat itaque est id. Vero magni pariatur ducimus expedita sed magnam."
1672,3433,4,"Soluta mollitia minima vero. Maiores asperiores non amet. Assumenda repudiandae ad ut.
Cupiditate facilis dolore mollitia beatae. Iste praesentium quia. Optio deserunt et recusandae.
Occaecati debitis nam provident eius soluta accusantium. Eius modi ad nam alias."
1673,833,1,"Possimus pariatur quaerat. Natus beatae distinctio in deserunt voluptas. Qui amet dolor pariatur omnis praesentium occaecati.
Culpa vero perspiciatis tempore facilis necessitatibus amet ducimus."
1674,3602,5,"Labore in saepe. Ipsa dolorem minus placeat.
Praesentium minima perferendis est.
Quo officia quis recusandae officia doloremque.
Ipsum perspiciatis unde ex accusantium temporibus voluptas excepturi. Aperiam qui modi incidunt rerum. Voluptatum debitis enim. Nesciunt quasi repellat vitae rem nam."
1675,456,4,"Sequi quod pariatur in facere suscipit.
Rerum explicabo architecto voluptate ad soluta dolorem dicta. Eos reprehenderit eos quaerat.
Totam optio nostrum quas beatae. Vero odio asperiores quaerat numquam inventore. Neque dolore delectus laborum culpa repellendus minima."
1676,2014,2,"Voluptatem officia facere. Deleniti suscipit possimus aliquam.
Quod maxime eligendi unde rem quas facilis. Rerum sed dolore voluptatibus neque maxime.
Voluptas temporibus non iste eaque nam incidunt. Quam excepturi consequatur voluptates quasi temporibus."
1677,3079,4,"Ipsam aut ea asperiores ipsa aspernatur odio. Eum nulla ipsam molestias soluta architecto. Nam animi illum et aperiam magnam.
Officiis sed error neque. Repellat magni velit dignissimos soluta fuga voluptas.
Molestias praesentium ea iusto nobis. Vel distinctio laboriosam deleniti."
1678,3533,5,"Minus laborum accusantium. Modi aspernatur quod amet id modi. Officia consequatur eos consectetur fugit accusamus iste necessitatibus.
A optio ipsam. Minima quidem quidem veniam commodi nobis. Libero minima aspernatur doloremque harum amet. Repellat eius odio consequatur."
1679,2095,1,"Ipsam doloremque dolores tenetur ut sit. Non minus vero quos quae corporis sed.
Provident voluptatum repellat consectetur. Adipisci perspiciatis molestiae nisi alias nulla delectus incidunt.
Quis est minima nobis. Aut blanditiis aliquid quod tenetur optio labore. Quo ex velit magnam."
1680,2683,4,"Fuga corporis dolorum ex quos nisi harum voluptas. Et repellat laborum.
Optio ab id possimus. Aliquam tempora unde impedit placeat.
Modi modi sit aliquid suscipit odit. Vitae ab impedit vero aliquam vero pariatur."
1681,1836,4,"Est perspiciatis iusto sint qui architecto. Provident eius earum sed necessitatibus similique porro. Esse quaerat autem perspiciatis doloribus est quaerat.
Aliquam adipisci harum perferendis dolores suscipit. Similique aut sequi et ab consequuntur repellat repellat."
1682,1603,1,"Aperiam aperiam officia aut excepturi pariatur temporibus rerum. Sunt laboriosam quidem dicta ut dolores. Dicta magni fuga quas eum magni vel.
Impedit saepe possimus rem unde nostrum sunt. Quisquam nesciunt nesciunt quo animi repellendus exercitationem voluptatem."
1683,4771,5,"Accusantium optio dolor aut dolorem et rerum. Temporibus nemo libero dicta vero iusto. Quis amet neque eius debitis voluptas molestiae. Laborum aliquam natus ex veniam fugit.
Vitae provident eligendi sequi repudiandae hic sint veritatis. Aperiam minus maxime earum. Alias ducimus fugit."
