id,id_projeto,id_freelancer,status_proposta,valor_proposta,prazo_entrega,descricao
1028,1028,2516,Aceita/Em Andamento,6559.49,2025-05-10 17:16:17,"Quidem sed dolor voluptas enim animi temporibus. Quasi debitis voluptatum magnam. Illo assumenda sit impedit.
Quia libero sequi magni omnis cum placeat doloribus.
Blanditiis eligendi accusamus nesciunt sequi. Architecto nostrum nesciunt omnis esse quisquam. Earum explicabo magni.
Maxime id in numquam dicta repellendus quasi."
1029,1029,864,Aceita/Finalizada,6319.89,2025-05-10 22:31:58,"Unde error quo nulla voluptate dolorum aliquid. Ab ut sequi porro ipsa consequatur.
Laudantium nisi nisi perspiciatis quisquam. Corporis libero deleniti odio quibusdam eveniet. Delectus officia labore nulla facere blanditiis. Aperiam perspiciatis ullam eos."
1030,1030,1686,Cancelada,2448.98,2025-05-19 08:56:03,"Deserunt eius facere ratione reiciendis. Ullam quis voluptas atque. Reprehenderit corrupti incidunt rerum aliquam quasi ab libero.
Accusantium sed itaque ex praesentium. Esse quidem doloribus fugiat. Ut itaque exercitationem error ipsum.
Sunt culpa id aut eligendi. Autem cupiditate commodi iste fugit ipsa."
1031,1031,1620,Aceita/Finalizada,8082.42,2025-05-21 15:37:36,"Iure aliquid eaque quisquam ipsa. Pariatur aut accusamus quos necessitatibus vel cum excepturi. Ipsa alias rerum ullam.
Voluptate similique necessitatibus voluptates. Eius omnis veniam.
At ipsa nihil aspernatur necessitatibus excepturi modi. Veniam ea repellendus quae deleniti saepe nihil."
1032,1032,1086,Aceita/Finalizada,245.93,2025-05-13 01:30:22,"Iure natus veniam maxime necessitatibus. Assumenda facilis hic.
Tenetur libero debitis blanditiis. Perferendis ut ratione ducimus aperiam. Totam veritatis labore accusantium fugit.
Porro dolorum quis incidunt corporis eos voluptatibus cumque. Sit consequatur magni aliquid laudantium.
Nostrum at natus animi ducimus."
1033,1033,1406,Aceita/Finalizada,6164.80,2025-05-15 09:59:24,"Corrupti rem eaque beatae. Officiis aperiam deleniti expedita iste voluptate.
Nisi ea error optio. Aut provident temporibus expedita adipisci commodi deserunt.
Possimus repellat repellat ex. Fuga quod porro iusto nihil facere temporibus.
Laudantium possimus impedit corporis. Minima tempore culpa laboriosam culpa. Explicabo sunt illum dolorem est."
1034,1034,1109,Aceita/Finalizada,3974.27,2025-05-20 03:00:44,"Quos possimus voluptas quam laboriosam fugiat. A fuga unde dolorem quaerat dolorum delectus. Deserunt vero quidem laudantium ipsum.
Voluptatibus harum non quisquam sequi quae cupiditate modi. Eligendi nulla beatae odit numquam quis molestiae. Nihil quos officiis earum natus.
Quia odio sapiente repellendus minima."
1035,1035,967,Recusada,3480.24,2025-05-20 23:01:20,"Ipsum aperiam totam maiores nostrum. Fugit sint nam quasi quos vero expedita minus. Quas totam iste accusantium perferendis.
Odit similique nihil adipisci tenetur itaque. Autem est deserunt."
1036,1036,74,Recusada,4204.39,2025-05-17 23:26:43,"Vero debitis recusandae ut asperiores fugit ad. Aut ullam laudantium amet quidem. Beatae cum ab accusantium esse sunt.
Cumque accusantium impedit maxime porro. Iure cupiditate tenetur aperiam.
Ad quia quod. Velit dolores voluptate quaerat optio."
1037,1037,1561,Recusada,8581.50,2025-05-19 01:03:47,"Ad provident perspiciatis aliquam eius impedit nobis. Quasi quas hic.
Corrupti nihil nemo labore.
Nisi nisi aliquam. Quam delectus tempore libero officiis reprehenderit.
Maiores ducimus blanditiis possimus reprehenderit ipsam. Accusamus qui facere. Possimus nostrum consequatur iste laborum veritatis."
1038,1038,2770,Pendente,5098.48,2025-05-20 14:10:02,"Officiis alias ea officiis quia. Adipisci molestias architecto ipsam assumenda nihil magni.
Architecto illum tenetur eius ipsum cupiditate veritatis.
Voluptas similique esse laboriosam ratione expedita libero.
Reprehenderit impedit veritatis animi repudiandae quae. Cum exercitationem ipsa quas delectus velit in quaerat. Excepturi esse minus."
1039,1039,2979,Cancelada,4400.02,2025-05-16 06:22:53,"Dolore quod quisquam facere. Corrupti veritatis tenetur nam facere ad. Aliquam sed repellat.
Sapiente quam error itaque. Molestias fugiat tempora quam aspernatur ipsa.
In nostrum reprehenderit modi. Harum saepe id dolorem iste minus. Porro ipsum distinctio velit cumque veniam quidem."
1040,1040,2749,Aceita/Finalizada,7860.95,2025-05-16 20:42:21,"Non doloribus qui corporis nobis hic sequi. Illum inventore architecto distinctio ab.
Perspiciatis expedita aut perspiciatis. A vero quia incidunt voluptate.
Temporibus optio unde. Consequatur iusto deleniti fugiat harum quis.
Corrupti occaecati illum quis."
1041,1041,977,Aceita/Em Andamento,7343.02,2025-05-15 02:01:08,"Quos tenetur nam adipisci. Accusantium dolores eligendi corporis. Ducimus quae doloribus quia necessitatibus tempore.
Quo asperiores eum veritatis neque hic. Laboriosam esse dicta fugiat incidunt. Perspiciatis aut ducimus molestiae officia culpa quasi."
1042,1042,2234,Aceita/Finalizada,9076.10,2025-05-12 12:25:29,"Quam cum consequuntur nam. Voluptatibus commodi corporis dolorem saepe voluptate tempora.
Nesciunt perspiciatis voluptatibus commodi cupiditate. Velit consequuntur repudiandae aliquam itaque quaerat recusandae."
1043,1043,1138,Pendente,5587.87,2025-05-14 18:28:37,"Rem voluptatum consequuntur tenetur omnis officia. Ipsam ipsam beatae praesentium itaque culpa.
Quod praesentium placeat aliquid vero. Omnis similique exercitationem doloribus deserunt.
Alias sequi officia temporibus aut dolores debitis repudiandae. Iusto labore officia expedita porro provident laborum placeat."
1044,1044,2068,Aceita/Em Andamento,3376.93,2025-05-12 22:06:04,"Pariatur ipsum odio facilis dicta nesciunt voluptate. Alias dolore debitis. Corporis laboriosam ducimus recusandae quia non reprehenderit.
Quas illo necessitatibus quaerat cupiditate. Expedita at nam saepe maxime beatae nostrum. Unde velit libero voluptate."
1045,1045,1352,Aceita/Finalizada,839.11,2025-05-09 01:03:10,"Hic praesentium provident architecto similique facere eos. Consequuntur molestiae repudiandae aspernatur optio esse ipsum.
Ipsa magnam veritatis omnis. Accusantium excepturi non numquam iure voluptatibus debitis nesciunt. Qui maiores porro laudantium in.
Dolores odio maiores nemo. Beatae architecto sint vitae eos. Cum quia quod."
1046,1046,2599,Aceita/Finalizada,2354.70,2025-05-14 16:41:13,"Voluptatum similique illo inventore. Praesentium illum quia perferendis illum adipisci. Fugit porro quidem quibusdam.
Voluptatem vitae nesciunt. Fuga deleniti error voluptatibus rem architecto.
Reprehenderit voluptatem exercitationem dolorum reiciendis. Quod enim eius sed natus perferendis rem. Harum iure deserunt quibusdam quibusdam nesciunt."
1047,1047,1588,Aceita/Em Andamento,7840.88,2025-05-09 12:25:06,"Accusantium id blanditiis officiis molestiae. Non vitae labore dolore. Hic veniam provident. Odio rerum ad ratione.
Placeat aliquid odio voluptatum impedit maxime laborum voluptatibus. Assumenda inventore pariatur. Dolores magnam maxime inventore quidem. Quidem et officia totam.
Fugit quo commodi. Dolorem velit asperiores."
1048,1048,721,Aceita/Finalizada,6361.13,2025-05-20 19:11:21,"Voluptate error aliquam possimus ut.
Exercitationem voluptatibus reprehenderit voluptatum repellendus. Officia quae quia quisquam quos. Cum ipsam mollitia.
Accusamus laudantium aliquid repudiandae nihil. Officiis facere molestias iure ipsum."
1049,1049,687,Cancelada,9707.41,2025-05-21 16:41:19,"Voluptate fuga repellendus neque. Saepe nostrum aliquid nesciunt omnis optio. Enim sed illum officiis. Animi numquam nostrum dolores.
Autem amet accusamus odio. Eos sit sequi fugiat nesciunt.
Veritatis ex officiis. Ad ullam perspiciatis iure quidem. Labore modi aspernatur earum enim accusantium odio."
1050,1050,2718,Aceita/Em Andamento,2848.30,2025-05-16 22:09:09,"Perspiciatis illo exercitationem. Nesciunt quia eum necessitatibus reiciendis reiciendis. Cupiditate maxime fugit fuga cumque dolorem tempora.
Ex placeat eum. Incidunt dolores excepturi sunt eligendi iste. Perspiciatis nulla ducimus ullam labore voluptas. Laborum tempora tenetur inventore quis blanditiis beatae pariatur."
1051,1051,2925,Aceita/Finalizada,9729.41,2025-05-14 21:27:35,"Natus mollitia eos similique provident provident dolores. At ex itaque temporibus consequatur molestias repellendus.
Eaque ut harum. Iusto minima illo quos voluptatum.
Nam molestias corporis blanditiis reiciendis tempora porro tempore. Magnam optio cumque blanditiis nobis nulla eius."
1052,1052,1764,Aceita/Finalizada,295.52,2025-05-20 23:53:07,"Voluptas eius nemo adipisci cumque. Minus culpa doloremque suscipit ex temporibus.
Sint veritatis fugit dignissimos. Ullam eligendi nihil beatae. Consequatur qui nemo beatae ab minus.
Est asperiores blanditiis voluptatem minima. Excepturi velit quasi praesentium hic."
1053,1053,1900,Aceita/Finalizada,9984.93,2025-05-18 02:47:18,"Atque doloribus ab esse explicabo perspiciatis. Temporibus quisquam consectetur iure. Veniam asperiores consectetur temporibus architecto.
Reiciendis maxime dolorum numquam numquam. Neque maiores sint unde.
Architecto reprehenderit ipsa. Iusto natus dolorem tempora eligendi. Fuga porro illo nemo distinctio deserunt."
1054,1054,2902,Cancelada,1849.29,2025-05-21 11:09:41,"Repellendus autem aliquam numquam aut corrupti. Iste magni perferendis fuga voluptates qui dolorem.
Ut ea magnam necessitatibus exercitationem provident. Fuga expedita consectetur laboriosam minima voluptatum.
Consequuntur illo expedita adipisci doloribus odit."
1055,1055,2918,Cancelada,7874.23,2025-05-09 05:43:32,"Libero voluptatem omnis repellat dicta optio dolore.
At distinctio vel.
Nihil illum eum hic voluptatem. Dolorem exercitationem provident tempore.
Reprehenderit dicta neque. Exercitationem ducimus aperiam sapiente.
Laborum quidem perferendis in ducimus odio. Exercitationem culpa doloremque ab."
1056,1056,1235,Aceita/Em Andamento,6580.42,2025-05-16 22:16:41,"Cumque unde assumenda. Tempore laudantium alias harum quo numquam.
Inventore quidem corporis voluptates. Adipisci aliquam fuga voluptas omnis similique id occaecati.
Quibusdam similique molestias ullam aperiam. Labore laboriosam expedita laudantium.
Iure repellat culpa ducimus. Provident excepturi laboriosam reprehenderit."
1057,1057,2705,Aceita/Finalizada,6217.14,2025-05-15 09:18:49,"Aut voluptatibus nesciunt saepe. Rem accusantium molestiae at perspiciatis. Nihil totam eum tempore accusamus odit.
Vero deleniti corporis. In tempora a quasi. Distinctio facere deserunt incidunt amet nisi eligendi.
Assumenda deserunt eius similique. Explicabo officiis doloremque veritatis eaque sint unde."
1058,1058,2799,Aceita/Finalizada,4630.59,2025-05-16 11:25:53,"Libero animi culpa perferendis eius. Cupiditate vitae nobis maxime modi voluptatem.
Ut cupiditate consequatur. Libero commodi dolorum voluptas possimus non. Perspiciatis consequatur corporis ipsum. Iusto atque nam soluta laboriosam."
1059,1059,2952,Aceita/Finalizada,1389.44,2025-05-10 07:49:25,"Repudiandae beatae iusto autem voluptatibus aliquid molestias. Suscipit amet praesentium earum sed saepe corrupti.
Vel quis quo sit vitae magni ullam inventore. Culpa cum dolorem eveniet eius nihil aperiam ipsa."
1060,1060,1174,Cancelada,2530.66,2025-05-11 09:02:32,"Molestiae possimus fuga eveniet iure inventore. Reiciendis magni nisi placeat aspernatur ullam. Repudiandae magni blanditiis reiciendis aliquam.
Dolores est non repellat.
Placeat cupiditate quibusdam eaque facere. Dignissimos commodi deleniti omnis quibusdam mollitia."
1061,1061,1576,Recusada,2813.95,2025-05-17 01:20:14,"Itaque est odit exercitationem repellendus laborum necessitatibus. Optio molestias libero maxime sit eum.
Quo officia quidem porro veritatis itaque aut. Nemo repellat deleniti accusamus itaque iste debitis quia. Delectus consectetur sit nulla molestias.
Enim id sit quaerat magnam. Accusantium labore recusandae ratione iure praesentium aliquid."
1062,1062,1378,Aceita/Em Andamento,8947.56,2025-05-15 09:08:27,"Facere esse perspiciatis magnam laborum facilis qui autem. Quaerat occaecati alias adipisci adipisci quia.
Laudantium perferendis corporis doloribus. Quam aliquam laboriosam facilis sit eaque."
1063,1063,1159,Aceita/Finalizada,3287.59,2025-05-17 01:29:36,"Enim soluta dolor voluptatum nam distinctio ea. Placeat aspernatur ab quae velit. Dignissimos maxime dolorem magni cum sed perspiciatis. Et culpa quod aliquam officiis debitis neque natus.
Aliquid impedit impedit eos id quo. Dolore voluptates ipsam facilis tempora sed eveniet."
1064,1064,2845,Aceita/Em Andamento,608.78,2025-05-21 01:20:09,"Commodi deserunt omnis quia dolor.
Sed ad ipsam optio atque ipsum. Enim atque architecto aliquid eaque illum harum. Neque voluptatibus doloribus vitae dolorem. Explicabo atque ipsam sequi iusto iste.
Hic eveniet harum iure. Natus iure ex. Corporis fugiat eius hic numquam animi."
1065,1065,1764,Aceita/Finalizada,7398.63,2025-05-10 11:06:16,"Totam dignissimos qui ut deserunt tenetur quod et. Officia quisquam similique ipsam voluptas temporibus quasi. Quod corporis nihil dolorem.
Natus necessitatibus autem necessitatibus recusandae expedita velit nesciunt. Accusamus minus sed aut ullam quos sed quam."
1066,1066,2227,Recusada,2582.46,2025-05-17 08:12:26,"Natus deleniti et dolore quos. Sapiente quos adipisci voluptates dolorum fugit.
Placeat voluptatibus perferendis voluptates animi blanditiis odit sunt. Illo distinctio esse modi dicta ab eaque aspernatur. Veniam ut neque quasi excepturi reprehenderit est.
Animi natus autem molestias nostrum. Consequatur labore nam iusto id animi aut hic."
1067,1067,2365,Cancelada,6425.58,2025-05-12 20:12:10,"Enim exercitationem tenetur doloremque provident maxime perspiciatis laborum. Dolor eos voluptatibus aliquid corporis. Reiciendis id dolores quia.
Ut commodi dolorum porro ad. Vel officiis in atque. Rem minima unde eaque laudantium sed consequuntur maxime. Dicta voluptatibus aliquid perferendis magnam aut."
1068,1068,299,Recusada,1950.07,2025-05-12 06:22:14,"Debitis asperiores delectus aliquam omnis. In nobis aliquam magni quod tempore asperiores. Unde quidem repellendus rem quis modi.
Voluptatum excepturi consectetur odio maxime quidem."
1069,1069,75,Aceita/Em Andamento,9141.45,2025-05-16 18:30:39,"Natus inventore amet odio veniam quae. Tempora voluptatibus occaecati est consectetur quo reiciendis. Quae dignissimos optio iure cum.
Saepe blanditiis sit magnam sint. Molestiae quaerat voluptatibus harum aspernatur consequuntur aperiam recusandae."
1070,1070,224,Aceita/Finalizada,678.98,2025-05-19 02:28:46,"Unde voluptatem libero possimus repudiandae. Natus nulla expedita minima beatae.
Debitis ad assumenda ut perferendis. Atque harum a necessitatibus earum voluptatibus.
Veritatis eos omnis consectetur aperiam. Eos dolorem eum delectus soluta maxime.
Quia fuga commodi cupiditate quaerat. Deserunt voluptates officiis cumque consectetur."
1071,1071,1490,Aceita/Finalizada,7457.85,2025-05-18 03:28:18,"Voluptatum illum laboriosam. Nostrum alias quasi pariatur nulla cumque.
Nostrum corrupti cumque labore fugit ducimus atque. Eligendi expedita reiciendis unde facere quasi doloremque illum. Id officiis sapiente aliquam vel sint.
Explicabo earum dignissimos repudiandae ex iure sapiente neque. Nobis quos magni dolorem maiores."
1072,1072,1480,Aceita/Finalizada,3601.86,2025-05-18 06:41:51,"Perferendis voluptatibus architecto qui. Pariatur inventore illo placeat mollitia ea cumque. Maxime deserunt tenetur impedit beatae culpa possimus. Quos dolor ullam quaerat.
Aliquam commodi id vel. Facilis ullam temporibus recusandae. Fugit mollitia autem repudiandae sunt.
Eaque expedita eius odio. Placeat eligendi id earum minima."
1073,1073,2885,Aceita/Finalizada,8620.06,2025-05-17 01:16:38,"Vitae libero cum exercitationem at veniam. Nobis officiis reiciendis.
Sunt amet dolores. Consequuntur odio placeat accusantium. Quaerat maxime ut vitae occaecati dolorem.
Consectetur sed ad officiis reprehenderit veniam. Doloribus commodi ullam animi quas. Explicabo deleniti aliquam veritatis deleniti."
1074,1074,2808,Aceita/Finalizada,6724.72,2025-05-21 05:24:30,"Id ipsa beatae repudiandae. Est quis veniam ipsum iure voluptatibus. Tenetur quam quis laboriosam voluptatibus quia. Ut cumque earum odio repudiandae dolore adipisci.
Aperiam inventore dignissimos dolor excepturi eos suscipit. Laborum voluptatibus suscipit quam ipsam laborum. Officia incidunt et mollitia dolorem atque."
